occurrence_ordinal	frame	after_source_ordinal	cpu	pc	opcode	start_master_cycle	refresh_delay_total_master_cycles	next_pc	delta_to_next_start	flow	branch_outcome	roles	source
565	1150	19	2	0x7276A	0x0802	130387	1526	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
566	1150	19	2	0x7276E	0x66F4	130471	1540	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
567	1150	19	2	0x72770	0x13C0	130527	1540	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
568	1150	19	2	0x72776	0x4E71	130646	1540	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
569	1150	19	2	0x72778	0x4E71	130674	1540	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
570	1150	19	2	0x7277A	0x4E71	130702	1540	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
571	1150	19	2	0x7277C	0x1439	130730	1540	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
572	1150	19	2	0x72782	0x0802	130849	1540	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
573	1150	19	2	0x72786	0x66F4	130919	1540	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
574	1150	19	2	0x72788	0x13C1	130975	1540	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
575	1150	20	2	0x7278E	0x4E75	131094	1540	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
576	1150	20	2	0x72C7A	0x51CB	131206	1540	0x72C7E	98	branch	not_taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
577	1150	20	2	0x72C7E	0x7A03	131304	1540	0x72C80	42	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
578	1150	20	2	0x72C80	0x0244	131346	1554	0x72C84	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
579	1150	20	2	0x72C84	0x183B	131402	1554	0x72C88	98	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
580	1150	20	2	0x72C88	0x162D	131500	1554	0x72C8C	84	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
581	1150	20	2	0x72C8C	0x101A	131584	1554	0x72C8E	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
582	1150	20	2	0x72C8E	0x1219	131640	1554	0x72C90	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
583	1150	20	2	0x72C90	0xE20C	131696	1554	0x72C92	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
584	1150	20	2	0x72C92	0x6402	131752	1554	0x72C96	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
585	1150	20	2	0x72C96	0x4EBA	131822	1554	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
586	1150	20	2	0x72722	0x082D	131948	1554	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
587	1150	20	2	0x72728	0x6630	132060	1554	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
588	1150	20	2	0x7275A	0x142D	132130	1554	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
589	1150	20	2	0x7275E	0x0882	132214	1554	0x72762	98	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
590	1150	20	2	0x72762	0xD002	132312	1568	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
591	1150	20	2	0x72764	0x1439	132340	1568	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
592	1150	20	2	0x7276A	0x0802	132459	1568	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
593	1150	20	2	0x7276E	0x66F4	132529	1568	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
594	1150	20	2	0x72770	0x13C0	132585	1568	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
595	1150	20	2	0x72776	0x4E71	132704	1568	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
596	1150	20	2	0x72778	0x4E71	132732	1568	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
597	1150	20	2	0x7277A	0x4E71	132760	1568	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
598	1150	20	2	0x7277C	0x1439	132788	1568	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
599	1150	20	2	0x72782	0x0802	132907	1568	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
600	1150	20	2	0x72786	0x66F4	132977	1568	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
601	1150	20	2	0x72788	0x13C1	133033	1568	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
602	1150	21	2	0x7278E	0x4E75	133152	1568	0x72C9A	126	return	target=0x72C9A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
603	1150	21	2	0x72C9A	0x51CD	133278	1582	0x72C8C	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
604	1150	21	2	0x72C8C	0x101A	133348	1582	0x72C8E	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
605	1150	21	2	0x72C8E	0x1219	133404	1582	0x72C90	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
606	1150	21	2	0x72C90	0xE20C	133460	1582	0x72C92	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
607	1150	21	2	0x72C92	0x6402	133516	1582	0x72C94	56	branch	not_taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
608	1150	21	2	0x72C94	0xD203	133572	1582	0x72C96	28	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
609	1150	21	2	0x72C96	0x4EBA	133600	1582	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
610	1150	21	2	0x72722	0x082D	133726	1582	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
611	1150	21	2	0x72728	0x6630	133838	1582	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
612	1150	21	2	0x7275A	0x142D	133908	1582	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
613	1150	21	2	0x7275E	0x0882	133992	1582	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
614	1150	21	2	0x72762	0xD002	134076	1582	0x72764	42	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
615	1150	21	2	0x72764	0x1439	134118	1596	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
616	1150	21	2	0x7276A	0x0802	134237	1596	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
617	1150	21	2	0x7276E	0x66F4	134307	1596	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
618	1150	21	2	0x72764	0x1439	134377	1596	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
619	1150	21	2	0x7276A	0x0802	134496	1596	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
620	1150	21	2	0x7276E	0x66F4	134566	1596	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
621	1150	21	2	0x72764	0x1439	134636	1596	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
622	1150	21	2	0x7276A	0x0802	134755	1596	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
623	1150	21	2	0x7276E	0x66F4	134825	1596	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
624	1150	21	2	0x72770	0x13C0	134881	1596	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
625	1150	21	2	0x72776	0x4E71	135000	1596	0x72778	42	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
626	1150	21	2	0x72778	0x4E71	135042	1610	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
627	1150	21	2	0x7277A	0x4E71	135070	1610	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
628	1150	21	2	0x7277C	0x1439	135098	1610	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
629	1150	21	2	0x72782	0x0802	135217	1610	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
630	1150	21	2	0x72786	0x66F4	135287	1610	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
631	1150	21	2	0x72788	0x13C1	135343	1610	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
632	1150	22	2	0x7278E	0x4E75	135462	1610	0x72C9A	112	return	target=0x72C9A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
633	1150	22	2	0x72C9A	0x51CD	135574	1610	0x72C8C	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
634	1150	22	2	0x72C8C	0x101A	135644	1610	0x72C8E	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
635	1150	22	2	0x72C8E	0x1219	135700	1610	0x72C90	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
636	1150	22	2	0x72C90	0xE20C	135756	1610	0x72C92	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
637	1150	22	2	0x72C92	0x6402	135812	1610	0x72C96	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
638	1150	22	2	0x72C96	0x4EBA	135882	1610	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
639	1150	22	2	0x72722	0x082D	136008	1610	0x72728	126	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
640	1150	22	2	0x72728	0x6630	136134	1624	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
641	1150	22	2	0x7275A	0x142D	136204	1624	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
642	1150	22	2	0x7275E	0x0882	136288	1624	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
643	1150	22	2	0x72762	0xD002	136372	1624	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
644	1150	22	2	0x72764	0x1439	136400	1624	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
645	1150	22	2	0x7276A	0x0802	136519	1624	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
646	1150	22	2	0x7276E	0x66F4	136589	1624	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
647	1150	22	2	0x72764	0x1439	136659	1624	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
648	1150	22	2	0x7276A	0x0802	136778	1624	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
649	1150	22	2	0x7276E	0x66F4	136848	1624	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
650	1150	22	2	0x72764	0x1439	136918	1624	0x7276A	133	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
651	1150	22	2	0x7276A	0x0802	137051	1638	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
652	1150	22	2	0x7276E	0x66F4	137121	1638	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
653	1150	22	2	0x72770	0x13C0	137177	1638	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
654	1150	22	2	0x72776	0x4E71	137296	1638	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
655	1150	22	2	0x72778	0x4E71	137324	1638	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
656	1150	22	2	0x7277A	0x4E71	137352	1638	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
657	1150	22	2	0x7277C	0x1439	137380	1638	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
658	1150	22	2	0x72782	0x0802	137499	1638	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
659	1150	22	2	0x72786	0x66F4	137569	1638	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
660	1150	22	2	0x72788	0x13C1	137625	1638	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
661	1150	23	2	0x7278E	0x4E75	137744	1638	0x72C9A	112	return	target=0x72C9A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
662	1150	23	2	0x72C9A	0x51CD	137856	1638	0x72C8C	84	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
663	1150	23	2	0x72C8C	0x101A	137940	1652	0x72C8E	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
664	1150	23	2	0x72C8E	0x1219	137996	1652	0x72C90	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
665	1150	23	2	0x72C90	0xE20C	138052	1652	0x72C92	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
666	1150	23	2	0x72C92	0x6402	138108	1652	0x72C94	56	branch	not_taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
667	1150	23	2	0x72C94	0xD203	138164	1652	0x72C96	28	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
668	1150	23	2	0x72C96	0x4EBA	138192	1652	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
669	1150	23	2	0x72722	0x082D	138318	1652	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
670	1150	23	2	0x72728	0x6630	138430	1652	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
671	1150	23	2	0x7275A	0x142D	138500	1652	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
672	1150	23	2	0x7275E	0x0882	138584	1652	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
673	1150	23	2	0x72762	0xD002	138668	1652	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
674	1150	23	2	0x72764	0x1439	138696	1652	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
675	1150	23	2	0x7276A	0x0802	138815	1652	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
676	1150	23	2	0x7276E	0x66F4	138899	1666	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
677	1150	23	2	0x72764	0x1439	138969	1666	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
678	1150	23	2	0x7276A	0x0802	139088	1666	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
679	1150	23	2	0x7276E	0x66F4	139158	1666	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
680	1150	23	2	0x72764	0x1439	139228	1666	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
681	1150	23	2	0x7276A	0x0802	139347	1666	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
682	1150	23	2	0x7276E	0x66F4	139417	1666	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
683	1150	23	2	0x72770	0x13C0	139473	1666	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
684	1150	23	2	0x72776	0x4E71	139592	1666	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
685	1150	23	2	0x72778	0x4E71	139620	1666	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
686	1150	23	2	0x7277A	0x4E71	139648	1666	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
687	1150	23	2	0x7277C	0x1439	139676	1666	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
688	1150	23	2	0x72782	0x0802	139795	1666	0x72786	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
689	1150	23	2	0x72786	0x66F4	139879	1680	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
690	1150	23	2	0x72788	0x13C1	139935	1680	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
691	1150	24	2	0x7278E	0x4E75	140054	1680	0x72C9A	112	return	target=0x72C9A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
692	1150	24	2	0x72C9A	0x51CD	140166	1680	0x72C9E	98	branch	not_taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
693	1150	24	2	0x72C9E	0x103C	140264	1680	0x72CA2	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
694	1150	24	2	0x72CA2	0x122D	140320	1680	0x72CA6	84	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
695	1150	24	2	0x72CA6	0x4EBA	140404	1680	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
696	1150	24	2	0x72722	0x082D	140530	1680	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
697	1150	24	2	0x72728	0x6630	140642	1680	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
698	1150	24	2	0x7275A	0x142D	140712	1680	0x7275E	98	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
699	1150	24	2	0x7275E	0x0882	140810	1694	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
700	1150	24	2	0x72762	0xD002	140894	1694	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
701	1150	24	2	0x72764	0x1439	140922	1694	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
702	1150	24	2	0x7276A	0x0802	141041	1694	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
703	1150	24	2	0x7276E	0x66F4	141111	1694	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
704	1150	24	2	0x72764	0x1439	141181	1694	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
705	1150	24	2	0x7276A	0x0802	141300	1694	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
706	1150	24	2	0x7276E	0x66F4	141370	1694	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
707	1150	24	2	0x72764	0x1439	141440	1694	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
708	1150	24	2	0x7276A	0x0802	141559	1694	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
709	1150	24	2	0x7276E	0x66F4	141629	1694	0x72770	70	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
710	1150	24	2	0x72770	0x13C0	141699	1708	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
711	1150	24	2	0x72776	0x4E71	141818	1708	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
712	1150	24	2	0x72778	0x4E71	141846	1708	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
713	1150	24	2	0x7277A	0x4E71	141874	1708	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
714	1150	24	2	0x7277C	0x1439	141902	1708	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
715	1150	24	2	0x72782	0x0802	142021	1708	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
716	1150	24	2	0x72786	0x66F4	142091	1708	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
717	1150	24	2	0x72788	0x13C1	142147	1708	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
718	1150	25	2	0x7278E	0x4E75	142266	1708	0x72CAA	112	return	target=0x72CAA	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
719	1150	25	2	0x72CAA	0x4E75	142378	1708	0x71D02	112	return	target=0x71D02	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
720	1150	25	2	0x71D02	0x60F0	142490	1708	0x71CF4	70	branch	target=0x71CF4	control_flow	FMDoNext@s1.sounddriver.asm:365-393
721	1150	25	2	0x71CF4	0x7A00	142560	1708	0x71CF6	42	linear	n/a	ordinary	FMDoNext@s1.sounddriver.asm:365-393
722	1150	25	2	0x71CF6	0x1A1C	142602	1722	0x71CF8	56	linear	n/a	ordinary	FMDoNext@s1.sounddriver.asm:365-393
723	1150	25	2	0x71CF8	0x0C05	142658	1722	0x71CFC	56	linear	n/a	ordinary	FMDoNext@s1.sounddriver.asm:365-393
724	1150	25	2	0x71CFC	0x6506	142714	1722	0x71D04	70	branch	taken	control_flow	FMDoNext@s1.sounddriver.asm:365-393
725	1150	25	2	0x71D04	0x4EBA	142784	1722	0x726FE	126	call	target=0x726FE	control_flow	FMDoNext@s1.sounddriver.asm:365-393
726	1150	25	2	0x726FE	0x0815	142910	1722	0x72702	84	linear	n/a	ordinary	FMNoteOff@s1.sounddriver.asm:1683-1698
727	1150	25	2	0x72702	0x6610	142994	1722	0x72704	56	branch	not_taken	control_flow	FMNoteOff@s1.sounddriver.asm:1683-1698
728	1150	25	2	0x72704	0x0815	143050	1722	0x72708	84	linear	n/a	ordinary	FMNoteOff@s1.sounddriver.asm:1683-1698
729	1150	25	2	0x72708	0x660A	143134	1722	0x7270A	56	branch	not_taken	control_flow	FMNoteOff@s1.sounddriver.asm:1683-1698
730	1150	25	2	0x7270A	0x7028	143190	1722	0x7270C	28	linear	n/a	ordinary	FMNoteOff@s1.sounddriver.asm:1683-1698
731	1150	25	2	0x7270C	0x122D	143218	1722	0x72710	84	linear	n/a	ordinary	FMNoteOff@s1.sounddriver.asm:1683-1698
732	1150	25	2	0x72710	0x6000	143302	1722	0x7272E	70	branch	target=0x7272E	control_flow	FMNoteOff@s1.sounddriver.asm:1683-1698
733	1150	25	2	0x7272E	0x1439	143372	1722	0x72734	119	linear	n/a	ordinary,busy_poll	WriteFMI@s1.sounddriver.asm:1725-1742
734	1150	25	2	0x72734	0x0802	143491	1722	0x72738	84	linear	n/a	ordinary,busy_poll	WriteFMI@s1.sounddriver.asm:1725-1742
735	1150	25	2	0x72738	0x66F4	143575	1736	0x7272E	70	branch	taken	control_flow	WriteFMI@s1.sounddriver.asm:1725-1742
736	1150	25	2	0x7272E	0x1439	143645	1736	0x72734	119	linear	n/a	ordinary,busy_poll	WriteFMI@s1.sounddriver.asm:1725-1742
737	1150	25	2	0x72734	0x0802	143764	1736	0x72738	70	linear	n/a	ordinary,busy_poll	WriteFMI@s1.sounddriver.asm:1725-1742
738	1150	25	2	0x72738	0x66F4	143834	1736	0x7273A	56	branch	not_taken	control_flow	WriteFMI@s1.sounddriver.asm:1725-1742
739	1150	25	2	0x7273A	0x13C0	143890	1736	0x72740	119	linear	n/a	ordinary	WriteFMI@s1.sounddriver.asm:1725-1742
740	1150	25	2	0x72740	0x4E71	144009	1736	0x72742	28	linear	n/a	ordinary	WriteFMI@s1.sounddriver.asm:1725-1742
741	1150	25	2	0x72742	0x4E71	144037	1736	0x72744	28	linear	n/a	ordinary	WriteFMI@s1.sounddriver.asm:1725-1742
742	1150	25	2	0x72744	0x4E71	144065	1736	0x72746	28	linear	n/a	ordinary	WriteFMI@s1.sounddriver.asm:1725-1742
743	1150	25	2	0x72746	0x1439	144093	1736	0x7274C	119	linear	n/a	ordinary,busy_poll	WriteFMI@s1.sounddriver.asm:1725-1742
744	1150	25	2	0x7274C	0x0802	144212	1736	0x72750	70	linear	n/a	ordinary,busy_poll	WriteFMI@s1.sounddriver.asm:1725-1742
745	1150	25	2	0x72750	0x66F4	144282	1736	0x72752	56	branch	not_taken	control_flow,busy_poll	WriteFMI@s1.sounddriver.asm:1725-1742
746	1150	25	2	0x72752	0x13C1	144338	1736	0x72758	119	linear	n/a	ordinary,ym_write	WriteFMI@s1.sounddriver.asm:1725-1742
747	1150	26	2	0x72758	0x4E75	144457	1736	0x71D08	126	return	target=0x71D08	control_flow	WriteFMI@s1.sounddriver.asm:1725-1742
748	1150	26	2	0x71D08	0x4A05	144583	1750	0x71D0A	28	linear	n/a	ordinary	FMDoNext@s1.sounddriver.asm:365-393
749	1150	26	2	0x71D0A	0x6A0E	144611	1750	0x71D0C	56	branch	not_taken	control_flow	FMDoNext@s1.sounddriver.asm:365-393
750	1150	26	2	0x71D0C	0x4EBA	144667	1750	0x71D22	126	call	target=0x71D22	control_flow	FMDoNext@s1.sounddriver.asm:365-393
751	1150	26	2	0x71D22	0x0405	144793	1750	0x71D26	56	linear	n/a	ordinary	FMSetFreq@s1.sounddriver.asm:396-407
752	1150	26	2	0x71D26	0x6730	144849	1750	0x71D28	56	branch	not_taken	control_flow	FMSetFreq@s1.sounddriver.asm:396-407
753	1150	26	2	0x71D28	0xDA2D	144905	1750	0x71D2C	84	linear	n/a	ordinary	FMSetFreq@s1.sounddriver.asm:396-407
754	1150	26	2	0x71D2C	0x0245	144989	1750	0x71D30	56	linear	n/a	ordinary	FMSetFreq@s1.sounddriver.asm:396-407
