occurrence_ordinal	frame	after_source_ordinal	cpu	pc	opcode	start_master_cycle	next_pc	delta_to_next_start	flow	branch_outcome	roles	source
635	872	21	1	0x2F	0xCF	254055	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
636	872	21	1	0x8	0x3A	254220	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
637	872	21	1	0xB	0x87	254415	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
638	872	21	1	0xC	0x38	254475	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
639	872	21	1	0xE	0xC9	254580	0x30	150	return	target=0x30	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
640	872	21	1	0x30	0x79	254730	0x31	60	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
641	872	21	1	0x31	0x32	254790	0x34	195	linear	n/a	ordinary,ym_write	zWriteFMII@s2.sounddriver.asm:372-389
642	872	22	1	0x34	0xF1	254985	0x35	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
643	872	22	1	0x35	0xC9	255135	0xE85	150	return	target=0xE85	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
644	872	22	1	0xE85	0xC6	255285	0xE87	105	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
645	872	22	1	0xE87	0x10	255390	0xE79	195	branch	taken	control_flow	zSetFMTLs@s2.sounddriver.asm:3398-3432
646	872	22	1	0xE79	0x4E	255585	0xE7A	150	linear	n/a	ordinary,bank_wait_3t	zSetFMTLs@s2.sounddriver.asm:3398-3432
647	872	22	1	0xE7A	0x23	255735	0xE7B	90	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
648	872	22	1	0xE7B	0xCB	255825	0xE7D	120	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
649	872	22	1	0xE7D	0x30	255945	0xE84	180	branch	taken	control_flow	zSetFMTLs@s2.sounddriver.asm:3398-3432
650	872	22	1	0xE84	0xD7	256125	0x10	165	call	target=0x10	control_flow	zSetFMTLs@s2.sounddriver.asm:3398-3432
651	872	22	1	0x10	0xDD	256290	0x14	300	linear	n/a	ordinary	zWriteFMIorII@s2.sounddriver.asm:342-347
652	872	22	1	0x14	0x28	256590	0x16	105	branch	not_taken	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
653	872	22	1	0x16	0x18	256695	0x28	180	branch	target=0x28	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
654	872	22	1	0x28	0xF5	256875	0x29	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
655	872	22	1	0x29	0xCF	257040	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
656	872	22	1	0x8	0x3A	257205	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
657	872	22	1	0xB	0x87	257400	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
658	872	22	1	0xC	0x38	257460	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
659	872	22	1	0xE	0xC9	257565	0x2A	150	return	target=0x2A	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
660	872	22	1	0x2A	0xF1	257715	0x2B	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
661	872	22	1	0x2B	0x32	257865	0x2E	195	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
662	872	22	1	0x2E	0xF5	258060	0x2F	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
663	872	22	1	0x2F	0xCF	258225	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
664	872	22	1	0x8	0x3A	258390	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
665	872	22	1	0xB	0x87	258585	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
666	872	22	1	0xC	0x38	258645	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
667	872	22	1	0xE	0xC9	258750	0x30	150	return	target=0x30	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
668	872	22	1	0x30	0x79	258900	0x31	60	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
669	872	22	1	0x31	0x32	258960	0x34	195	linear	n/a	ordinary,ym_write	zWriteFMII@s2.sounddriver.asm:372-389
670	872	23	1	0x34	0xF1	259155	0x35	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
671	872	23	1	0x35	0xC9	259305	0xE85	150	return	target=0xE85	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
672	872	23	1	0xE85	0xC6	259455	0xE87	105	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
673	872	23	1	0xE87	0x10	259560	0xE79	195	branch	taken	control_flow	zSetFMTLs@s2.sounddriver.asm:3398-3432
674	872	23	1	0xE79	0x4E	259755	0xE7A	150	linear	n/a	ordinary,bank_wait_3t	zSetFMTLs@s2.sounddriver.asm:3398-3432
675	872	23	1	0xE7A	0x23	259905	0xE7B	90	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
676	872	23	1	0xE7B	0xCB	259995	0xE7D	120	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
677	872	23	1	0xE7D	0x30	260115	0xE7F	105	branch	not_taken	control_flow	zSetFMTLs@s2.sounddriver.asm:3398-3432
678	872	23	1	0xE7F	0xF5	260220	0xE80	165	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
679	872	23	1	0xE80	0x7A	260385	0xE81	60	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
680	872	23	1	0xE81	0x81	260445	0xE82	60	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
681	872	23	1	0xE82	0x4F	260505	0xE83	60	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
682	872	23	1	0xE83	0xF1	260565	0xE84	150	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
683	872	23	1	0xE84	0xD7	260715	0x10	165	call	target=0x10	control_flow	zSetFMTLs@s2.sounddriver.asm:3398-3432
684	872	23	1	0x10	0xDD	260880	0x14	300	linear	n/a	ordinary	zWriteFMIorII@s2.sounddriver.asm:342-347
685	872	23	1	0x14	0x28	261180	0x16	105	branch	not_taken	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
686	872	23	1	0x16	0x18	261285	0x28	180	branch	target=0x28	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
687	872	23	1	0x28	0xF5	261465	0x29	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
688	872	23	1	0x29	0xCF	261630	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
689	872	23	1	0x8	0x3A	261795	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
690	872	23	1	0xB	0x87	261990	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
691	872	23	1	0xC	0x38	262050	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
692	872	23	1	0xE	0xC9	262155	0x2A	150	return	target=0x2A	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
693	872	23	1	0x2A	0xF1	262305	0x2B	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
694	872	23	1	0x2B	0x32	262455	0x2E	195	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
695	872	23	1	0x2E	0xF5	262650	0x2F	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
696	872	23	1	0x2F	0xCF	262815	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
697	872	23	1	0x8	0x3A	262980	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
698	872	23	1	0xB	0x87	263175	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
699	872	23	1	0xC	0x38	263235	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
700	872	23	1	0xE	0xC9	263340	0x30	150	return	target=0x30	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
701	872	23	1	0x30	0x79	263490	0x31	60	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
702	872	23	1	0x31	0x32	263550	0x34	195	linear	n/a	ordinary,ym_write	zWriteFMII@s2.sounddriver.asm:372-389
703	872	24	1	0x34	0xF1	263745	0x35	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
704	872	24	1	0x35	0xC9	263895	0xE85	150	return	target=0xE85	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
705	872	24	1	0xE85	0xC6	264045	0xE87	105	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
706	872	24	1	0xE87	0x10	264150	0xE79	195	branch	taken	control_flow	zSetFMTLs@s2.sounddriver.asm:3398-3432
707	872	24	1	0xE79	0x4E	264345	0xE7A	150	linear	n/a	ordinary,bank_wait_3t	zSetFMTLs@s2.sounddriver.asm:3398-3432
708	872	24	1	0xE7A	0x23	264495	0xE7B	90	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
709	872	24	1	0xE7B	0xCB	264585	0xE7D	120	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
710	872	24	1	0xE7D	0x30	264705	0xE7F	105	branch	not_taken	control_flow	zSetFMTLs@s2.sounddriver.asm:3398-3432
711	872	24	1	0xE7F	0xF5	264810	0xE80	165	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
712	872	24	1	0xE80	0x7A	264975	0xE81	60	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
713	872	24	1	0xE81	0x81	265035	0xE82	60	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
714	872	24	1	0xE82	0x4F	265095	0xE83	60	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
715	872	24	1	0xE83	0xF1	265155	0xE84	150	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
716	872	24	1	0xE84	0xD7	265305	0x10	165	call	target=0x10	control_flow	zSetFMTLs@s2.sounddriver.asm:3398-3432
717	872	24	1	0x10	0xDD	265470	0x14	300	linear	n/a	ordinary	zWriteFMIorII@s2.sounddriver.asm:342-347
718	872	24	1	0x14	0x28	265770	0x16	105	branch	not_taken	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
719	872	24	1	0x16	0x18	265875	0x28	180	branch	target=0x28	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
720	872	24	1	0x28	0xF5	266055	0x29	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
721	872	24	1	0x29	0xCF	266220	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
722	872	24	1	0x8	0x3A	266385	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
723	872	24	1	0xB	0x87	266580	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
724	872	24	1	0xC	0x38	266640	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
725	872	24	1	0xE	0xC9	266745	0x2A	150	return	target=0x2A	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
726	872	24	1	0x2A	0xF1	266895	0x2B	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
727	872	24	1	0x2B	0x32	267045	0x2E	195	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
728	872	24	1	0x2E	0xF5	267240	0x2F	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
729	872	24	1	0x2F	0xCF	267405	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
730	872	24	1	0x8	0x3A	267570	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
731	872	24	1	0xB	0x87	267765	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
732	872	24	1	0xC	0x38	267825	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
733	872	24	1	0xE	0xC9	267930	0x30	150	return	target=0x30	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
734	872	24	1	0x30	0x79	268080	0x31	60	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
735	872	24	1	0x31	0x32	268140	0x34	195	linear	n/a	ordinary,ym_write	zWriteFMII@s2.sounddriver.asm:372-389
736	872	25	1	0x34	0xF1	268335	0x35	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
737	872	25	1	0x35	0xC9	268485	0xE85	150	return	target=0xE85	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
738	872	25	1	0xE85	0xC6	268635	0xE87	105	linear	n/a	ordinary	zSetFMTLs@s2.sounddriver.asm:3398-3432
739	872	25	1	0xE87	0x10	268740	0xE89	120	branch	not_taken	control_flow	zSetFMTLs@s2.sounddriver.asm:3398-3432
740	872	25	1	0xE89	0xC9	268860	0xE10	150	return	target=0xE10	control_flow	zSetFMTLs@s2.sounddriver.asm:3398-3432
741	872	25	1	0xE10	0xE1	269010	0xE11	150	linear	n/a	ordinary	cfSetVoice@s2.sounddriver.asm:3271-3282
742	872	25	1	0xE11	0xC9	269160	0x26B	150	return	target=0x26B	control_flow	cfSetVoice@s2.sounddriver.asm:3271-3282
743	872	25	1	0x26B	0x18	269310	0x262	180	branch	target=0x262	control_flow	zFMDoNext@s2.sounddriver.asm:841-870
744	872	25	1	0x262	0x7E	269490	0x263	150	linear	n/a	ordinary	zFMDoNext@s2.sounddriver.asm:841-870
745	872	25	1	0x263	0x23	269640	0x264	90	linear	n/a	ordinary	zFMDoNext@s2.sounddriver.asm:841-870
746	872	25	1	0x264	0xFE	269730	0x266	105	linear	n/a	ordinary	zFMDoNext@s2.sounddriver.asm:841-870
747	872	25	1	0x266	0x38	269835	0x268	105	branch	not_taken	control_flow	zFMDoNext@s2.sounddriver.asm:841-870
748	872	25	1	0x268	0xCD	269940	0xC89	255	call	target=0xC89	control_flow	zFMDoNext@s2.sounddriver.asm:841-870
749	872	25	1	0xC89	0xD6	270195	0xC8B	105	linear	n/a	ordinary	zCoordFlag@s2.sounddriver.asm:2852-2865
750	872	25	1	0xC8B	0x87	270300	0xC8C	60	linear	n/a	ordinary	zCoordFlag@s2.sounddriver.asm:2852-2865
751	872	25	1	0xC8C	0x87	270360	0xC8D	60	linear	n/a	ordinary	zCoordFlag@s2.sounddriver.asm:2852-2865
752	872	25	1	0xC8D	0x32	270420	0xC90	195	linear	n/a	ordinary	zCoordFlag@s2.sounddriver.asm:2852-2865
753	872	25	1	0xC90	0x7E	270615	0xC91	150	linear	n/a	ordinary	zCoordFlag@s2.sounddriver.asm:2852-2865
754	872	25	1	0xC91	0x23	270765	0xC92	90	linear	n/a	ordinary	zCoordFlag@s2.sounddriver.asm:2852-2865
755	872	25	1	0xC92	0x18	270855	0xC94	180	branch	target=0xC94	control_flow	coordflagLookup@s2.sounddriver.asm:2867-2873
756	872	25	1	0xC94	0xC3	271035	0xCFC	150	branch	target=0xCFC	control_flow	coordflagLookup@s2.sounddriver.asm:2867-2873
757	872	25	1	0xCFC	0xDD	271185	0xD00	300	linear	n/a	ordinary	cfPanningAMSFMS@s2.sounddriver.asm:3004-3045
758	872	25	1	0xD00	0xF8	271485	0xD01	75	return	not_taken	control_flow	cfPanningAMSFMS@s2.sounddriver.asm:3004-3045
759	872	25	1	0xD01	0xDD	271560	0xD05	300	linear	n/a	ordinary	cfPanningAMSFMS@s2.sounddriver.asm:3004-3045
760	872	25	1	0xD05	0xC0	271860	0xD06	75	return	not_taken	control_flow	cfPanningAMSFMS@s2.sounddriver.asm:3004-3045
761	872	25	1	0xD06	0x4F	271935	0xD07	60	linear	n/a	ordinary	cfPanningAMSFMS@s2.sounddriver.asm:3004-3045
762	872	25	1	0xD07	0xDD	271995	0xD0A	285	linear	n/a	ordinary	cfPanningAMSFMS@s2.sounddriver.asm:3004-3045
763	872	25	1	0xD0A	0xE6	272280	0xD0C	105	linear	n/a	ordinary	cfPanningAMSFMS@s2.sounddriver.asm:3004-3045
764	872	25	1	0xD0C	0xB1	272385	0xD0D	60	linear	n/a	ordinary	cfPanningAMSFMS@s2.sounddriver.asm:3004-3045
765	872	25	1	0xD0D	0xDD	272445	0xD10	285	linear	n/a	ordinary	cfPanningAMSFMS@s2.sounddriver.asm:3004-3045
766	872	25	1	0xD10	0x4F	272730	0xD11	60	linear	n/a	ordinary	cfPanningAMSFMS@s2.sounddriver.asm:3004-3045
767	872	25	1	0xD11	0xDD	272790	0xD14	285	linear	n/a	ordinary	cfPanningAMSFMS@s2.sounddriver.asm:3004-3045
768	872	25	1	0xD14	0xE6	273075	0xD16	105	linear	n/a	ordinary	cfPanningAMSFMS@s2.sounddriver.asm:3004-3045
769	872	25	1	0xD16	0xC6	273180	0xD18	105	linear	n/a	ordinary	cfPanningAMSFMS@s2.sounddriver.asm:3004-3045
770	872	25	1	0xD18	0xD7	273285	0x10	165	call	target=0x10	control_flow	cfPanningAMSFMS@s2.sounddriver.asm:3004-3045
771	872	25	1	0x10	0xDD	273450	0x14	300	linear	n/a	ordinary	zWriteFMIorII@s2.sounddriver.asm:342-347
772	872	25	1	0x14	0x28	273750	0x16	105	branch	not_taken	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
773	872	25	1	0x16	0x18	273855	0x28	180	branch	target=0x28	control_flow	zWriteFMIorII@s2.sounddriver.asm:342-347
774	872	25	1	0x28	0xF5	274035	0x29	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
775	872	25	1	0x29	0xCF	274200	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
776	872	25	1	0x8	0x3A	274365	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
777	872	25	1	0xB	0x87	274560	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
778	872	25	1	0xC	0x38	274620	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
779	872	25	1	0xE	0xC9	274725	0x2A	150	return	target=0x2A	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
780	872	25	1	0x2A	0xF1	274875	0x2B	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
781	872	25	1	0x2B	0x32	275025	0x2E	195	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
782	872	25	1	0x2E	0xF5	275220	0x2F	165	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
783	872	25	1	0x2F	0xCF	275385	0x8	165	call	target=0x8	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
784	872	25	1	0x8	0x3A	275550	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
785	872	25	1	0xB	0x87	275745	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
786	872	25	1	0xC	0x38	275805	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
787	872	25	1	0xE	0xC9	275910	0x30	150	return	target=0x30	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
788	872	25	1	0x30	0x79	276060	0x31	60	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
789	872	25	1	0x31	0x32	276120	0x34	195	linear	n/a	ordinary,ym_write	zWriteFMII@s2.sounddriver.asm:372-389
790	872	26	1	0x34	0xF1	276315	0x35	150	linear	n/a	ordinary	zWriteFMII@s2.sounddriver.asm:372-389
791	872	26	1	0x35	0xC9	276465	0xD19	150	return	target=0xD19	control_flow	zWriteFMII@s2.sounddriver.asm:372-389
792	872	26	1	0xD19	0xC9	276615	0x26B	150	return	target=0x26B	control_flow	cfPanningAMSFMS@s2.sounddriver.asm:3004-3045
793	872	26	1	0x26B	0x18	276765	0x262	180	branch	target=0x262	control_flow	zFMDoNext@s2.sounddriver.asm:841-870
794	872	26	1	0x262	0x7E	276945	0x263	150	linear	n/a	ordinary	zFMDoNext@s2.sounddriver.asm:841-870
795	872	26	1	0x263	0x23	277095	0x264	90	linear	n/a	ordinary	zFMDoNext@s2.sounddriver.asm:841-870
796	872	26	1	0x264	0xFE	277185	0x266	105	linear	n/a	ordinary	zFMDoNext@s2.sounddriver.asm:841-870
797	872	26	1	0x266	0x38	277290	0x26D	180	branch	taken	control_flow	zFMDoNext@s2.sounddriver.asm:841-870
798	872	26	1	0x26D	0xF5	277470	0x26E	165	linear	n/a	ordinary	zFMDoNext@s2.sounddriver.asm:841-870
799	872	26	1	0x26E	0xCD	277635	0xC56	255	call	target=0xC56	control_flow	zFMDoNext@s2.sounddriver.asm:841-870
800	872	26	1	0xC56	0xDD	277890	0xC59	285	linear	n/a	ordinary	zFMNoteOff@s2.sounddriver.asm:2813-2828
801	872	26	1	0xC59	0xE6	278175	0xC5B	105	linear	n/a	ordinary	zFMNoteOff@s2.sounddriver.asm:2813-2828
802	872	26	1	0xC5B	0xC0	278280	0xC5C	75	return	not_taken	control_flow	zFMNoteOff@s2.sounddriver.asm:2813-2828
803	872	26	1	0xC5C	0x3E	278355	0xC5E	105	linear	n/a	ordinary	zFMNoteOff@s2.sounddriver.asm:2813-2828
804	872	26	1	0xC5E	0xDD	278460	0xC61	285	linear	n/a	ordinary	zFMNoteOff@s2.sounddriver.asm:2813-2828
805	872	26	1	0xC61	0xDF	278745	0x18	165	call	target=0x18	control_flow	zFMNoteOff@s2.sounddriver.asm:2813-2828
806	872	26	1	0x18	0xF5	278910	0x19	165	linear	n/a	ordinary	zWriteFMI@s2.sounddriver.asm:351-368
807	872	26	1	0x19	0xCF	279075	0x8	165	call	target=0x8	control_flow	zWriteFMI@s2.sounddriver.asm:351-368
808	872	26	1	0x8	0x3A	279240	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
809	872	26	1	0xB	0x87	279435	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
810	872	26	1	0xC	0x38	279495	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
811	872	26	1	0xE	0xC9	279600	0x1A	150	return	target=0x1A	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
812	872	26	1	0x1A	0xF1	279750	0x1B	150	linear	n/a	ordinary	zWriteFMI@s2.sounddriver.asm:351-368
813	872	26	1	0x1B	0x32	279900	0x1E	195	linear	n/a	ordinary	zWriteFMI@s2.sounddriver.asm:351-368
814	872	26	1	0x1E	0xF5	280095	0x1F	165	linear	n/a	ordinary	zWriteFMI@s2.sounddriver.asm:351-368
815	872	26	1	0x1F	0xCF	280260	0x8	165	call	target=0x8	control_flow	zWriteFMI@s2.sounddriver.asm:351-368
816	872	26	1	0x8	0x3A	280425	0xB	195	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
817	872	26	1	0xB	0x87	280620	0xC	60	linear	n/a	ordinary,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
818	872	26	1	0xC	0x38	280680	0xE	105	branch	not_taken	control_flow,busy_poll	zFMBusyWait@s2.sounddriver.asm:330-337
819	872	26	1	0xE	0xC9	280785	0x20	150	return	target=0x20	control_flow	zFMBusyWait@s2.sounddriver.asm:330-337
820	872	26	1	0x20	0x79	280935	0x21	60	linear	n/a	ordinary	zWriteFMI@s2.sounddriver.asm:351-368
821	872	26	1	0x21	0x32	280995	0x24	195	linear	n/a	ordinary,ym_write	zWriteFMI@s2.sounddriver.asm:351-368
822	872	27	1	0x24	0xF1	281190	0x25	150	linear	n/a	ordinary	zWriteFMI@s2.sounddriver.asm:351-368
823	872	27	1	0x25	0xC9	281340	0xC62	150	return	target=0xC62	control_flow	zWriteFMI@s2.sounddriver.asm:351-368
824	872	27	1	0xC62	0xC9	281490	0x271	150	return	target=0x271	control_flow	zFMNoteOff@s2.sounddriver.asm:2813-2828
825	872	27	1	0x271	0xF1	281640	0x272	150	linear	n/a	ordinary	zFMDoNext@s2.sounddriver.asm:841-870
826	872	27	1	0x272	0xB7	281790	0x273	60	linear	n/a	ordinary	zFMDoNext@s2.sounddriver.asm:841-870
827	872	27	1	0x273	0xF2	281850	0x276	150	branch	not_taken	control_flow	zFMDoNext@s2.sounddriver.asm:841-870
828	872	27	1	0x276	0xCD	282000	0x285	255	call	target=0x285	control_flow	zFMDoNext@s2.sounddriver.asm:841-870
829	872	27	1	0x285	0xD6	282255	0x287	105	linear	n/a	ordinary	zFMSetFreq@s2.sounddriver.asm:872-914
830	872	27	1	0x287	0x28	282360	0x289	105	branch	not_taken	control_flow	zFMSetFreq@s2.sounddriver.asm:872-914
831	872	27	1	0x289	0xDD	282465	0x28C	285	linear	n/a	ordinary	zFMSetFreq@s2.sounddriver.asm:872-914
832	872	27	1	0x28C	0x87	282750	0x28D	60	linear	n/a	ordinary	zFMSetFreq@s2.sounddriver.asm:872-914
833	872	27	1	0x28D	0xC6	282810	0x28F	105	linear	n/a	ordinary	zFMSetFreq@s2.sounddriver.asm:872-914
834	872	27	1	0x28F	0x32	282915	0x292	195	linear	n/a	ordinary	zFMSetFreq@s2.sounddriver.asm:872-914
835	872	27	1	0x292	0xED	283110	0x296	300	linear	n/a	ordinary	zFMSetFreq@s2.sounddriver.asm:872-914
836	872	27	1	0x296	0xDD	283410	0x299	285	linear	n/a	ordinary	zFMSetFreq@s2.sounddriver.asm:872-914
837	872	27	1	0x299	0xDD	283695	0x29C	285	linear	n/a	ordinary	zFMSetFreq@s2.sounddriver.asm:872-914
838	872	27	1	0x29C	0xC9	283980	0x279	150	return	target=0x279	control_flow	zFMSetFreq@s2.sounddriver.asm:872-914
839	872	27	1	0x279	0x7E	284130	0x27A	150	linear	n/a	ordinary	zFMDoNext@s2.sounddriver.asm:841-870
840	872	27	1	0x27A	0xB7	284280	0x27B	60	linear	n/a	ordinary	zFMDoNext@s2.sounddriver.asm:841-870
841	872	27	1	0x27B	0xFA	284340	0x27E	150	branch	not_taken	control_flow	zFMDoNext@s2.sounddriver.asm:841-870
842	872	27	1	0x27E	0x23	284490	0x27F	90	linear	n/a	ordinary	zFMDoNext@s2.sounddriver.asm:841-870
843	872	27	1	0x27F	0xCD	284580	0x2A9	255	call	target=0x2A9	control_flow	zFMDoNext@s2.sounddriver.asm:841-870
844	872	27	1	0x2A9	0x4F	284835	0x2AA	60	linear	n/a	ordinary	zSetDuration@s2.sounddriver.asm:928-942
845	872	27	1	0x2AA	0xDD	284895	0x2AD	285	linear	n/a	ordinary	zSetDuration@s2.sounddriver.asm:928-942
