occurrence_ordinal	frame	after_source_ordinal	cpu	pc	opcode	start_master_cycle	refresh_delay_total_master_cycles	next_pc	delta_to_next_start	flow	branch_outcome	roles	source
575	978	20	2	0x7278E	0x4E75	202908	2352	0x72C7A	112	return	target=0x72C7A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
576	978	20	2	0x72C7A	0x51CB	203020	2352	0x72C7E	98	branch	not_taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
577	978	20	2	0x72C7E	0x7A03	203118	2352	0x72C80	42	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
578	978	20	2	0x72C80	0x0244	203160	2366	0x72C84	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
579	978	20	2	0x72C84	0x183B	203216	2366	0x72C88	98	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
580	978	20	2	0x72C88	0x162D	203314	2366	0x72C8C	84	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
581	978	20	2	0x72C8C	0x101A	203398	2366	0x72C8E	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
582	978	20	2	0x72C8E	0x1219	203454	2366	0x72C90	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
583	978	20	2	0x72C90	0xE20C	203510	2366	0x72C92	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
584	978	20	2	0x72C92	0x6402	203566	2366	0x72C96	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
585	978	20	2	0x72C96	0x4EBA	203636	2366	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
586	978	20	2	0x72722	0x082D	203762	2366	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
587	978	20	2	0x72728	0x6630	203874	2366	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
588	978	20	2	0x7275A	0x142D	203944	2366	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
589	978	20	2	0x7275E	0x0882	204028	2366	0x72762	98	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
590	978	20	2	0x72762	0xD002	204126	2380	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
591	978	20	2	0x72764	0x1439	204154	2380	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
592	978	20	2	0x7276A	0x0802	204273	2380	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
593	978	20	2	0x7276E	0x66F4	204343	2380	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
594	978	20	2	0x72764	0x1439	204413	2380	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
595	978	20	2	0x7276A	0x0802	204532	2380	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
596	978	20	2	0x7276E	0x66F4	204602	2380	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
597	978	20	2	0x72770	0x13C0	204658	2380	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
598	978	20	2	0x72776	0x4E71	204777	2380	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
599	978	20	2	0x72778	0x4E71	204805	2380	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
600	978	20	2	0x7277A	0x4E71	204833	2380	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
601	978	20	2	0x7277C	0x1439	204861	2380	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
602	978	20	2	0x72782	0x0802	204980	2380	0x72786	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
603	978	20	2	0x72786	0x66F4	205064	2394	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
604	978	20	2	0x72788	0x13C1	205120	2394	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
605	978	21	2	0x7278E	0x4E75	205239	2394	0x72C9A	112	return	target=0x72C9A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
606	978	21	2	0x72C9A	0x51CD	205351	2394	0x72C8C	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
607	978	21	2	0x72C8C	0x101A	205421	2394	0x72C8E	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
608	978	21	2	0x72C8E	0x1219	205477	2394	0x72C90	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
609	978	21	2	0x72C90	0xE20C	205533	2394	0x72C92	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
610	978	21	2	0x72C92	0x6402	205589	2394	0x72C94	56	branch	not_taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
611	978	21	2	0x72C94	0xD203	205645	2394	0x72C96	28	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
612	978	21	2	0x72C96	0x4EBA	205673	2394	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
613	978	21	2	0x72722	0x082D	205799	2394	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
614	978	21	2	0x72728	0x6630	205911	2394	0x7275A	84	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
615	978	21	2	0x7275A	0x142D	205995	2408	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
616	978	21	2	0x7275E	0x0882	206079	2408	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
617	978	21	2	0x72762	0xD002	206163	2408	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
618	978	21	2	0x72764	0x1439	206191	2408	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
619	978	21	2	0x7276A	0x0802	206310	2408	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
620	978	21	2	0x7276E	0x66F4	206380	2408	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
621	978	21	2	0x72764	0x1439	206450	2408	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
622	978	21	2	0x7276A	0x0802	206569	2408	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
623	978	21	2	0x7276E	0x66F4	206639	2408	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
624	978	21	2	0x72764	0x1439	206709	2408	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
625	978	21	2	0x7276A	0x0802	206828	2408	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
626	978	21	2	0x7276E	0x66F4	206912	2422	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
627	978	21	2	0x72770	0x13C0	206968	2422	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
628	978	21	2	0x72776	0x4E71	207087	2422	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
629	978	21	2	0x72778	0x4E71	207115	2422	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
630	978	21	2	0x7277A	0x4E71	207143	2422	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
631	978	21	2	0x7277C	0x1439	207171	2422	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
632	978	21	2	0x72782	0x0802	207290	2422	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
633	978	21	2	0x72786	0x66F4	207360	2422	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
634	978	21	2	0x72788	0x13C1	207416	2422	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
635	978	22	2	0x7278E	0x4E75	207535	2422	0x72C9A	112	return	target=0x72C9A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
636	978	22	2	0x72C9A	0x51CD	207647	2422	0x72C8C	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
637	978	22	2	0x72C8C	0x101A	207717	2422	0x72C8E	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
638	978	22	2	0x72C8E	0x1219	207773	2422	0x72C90	70	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
639	978	22	2	0x72C90	0xE20C	207843	2436	0x72C92	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
640	978	22	2	0x72C92	0x6402	207899	2436	0x72C96	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
641	978	22	2	0x72C96	0x4EBA	207969	2436	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
642	978	22	2	0x72722	0x082D	208095	2436	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
643	978	22	2	0x72728	0x6630	208207	2436	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
644	978	22	2	0x7275A	0x142D	208277	2436	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
645	978	22	2	0x7275E	0x0882	208361	2436	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
646	978	22	2	0x72762	0xD002	208445	2436	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
647	978	22	2	0x72764	0x1439	208473	2436	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
648	978	22	2	0x7276A	0x0802	208592	2436	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
649	978	22	2	0x7276E	0x66F4	208662	2436	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
650	978	22	2	0x72764	0x1439	208732	2436	0x7276A	133	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
651	978	22	2	0x7276A	0x0802	208865	2450	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
652	978	22	2	0x7276E	0x66F4	208935	2450	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
653	978	22	2	0x72764	0x1439	209005	2450	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
654	978	22	2	0x7276A	0x0802	209124	2450	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
655	978	22	2	0x7276E	0x66F4	209194	2450	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
656	978	22	2	0x72770	0x13C0	209250	2450	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
657	978	22	2	0x72776	0x4E71	209369	2450	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
658	978	22	2	0x72778	0x4E71	209397	2450	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
659	978	22	2	0x7277A	0x4E71	209425	2450	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
660	978	22	2	0x7277C	0x1439	209453	2450	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
661	978	22	2	0x72782	0x0802	209572	2450	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
662	978	22	2	0x72786	0x66F4	209642	2450	0x72788	70	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
663	978	22	2	0x72788	0x13C1	209712	2464	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
664	978	23	2	0x7278E	0x4E75	209831	2464	0x72C9A	112	return	target=0x72C9A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
665	978	23	2	0x72C9A	0x51CD	209943	2464	0x72C8C	70	branch	taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
666	978	23	2	0x72C8C	0x101A	210013	2464	0x72C8E	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
667	978	23	2	0x72C8E	0x1219	210069	2464	0x72C90	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
668	978	23	2	0x72C90	0xE20C	210125	2464	0x72C92	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
669	978	23	2	0x72C92	0x6402	210181	2464	0x72C94	56	branch	not_taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
670	978	23	2	0x72C94	0xD203	210237	2464	0x72C96	28	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
671	978	23	2	0x72C96	0x4EBA	210265	2464	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
672	978	23	2	0x72722	0x082D	210391	2464	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
673	978	23	2	0x72728	0x6630	210503	2464	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
674	978	23	2	0x7275A	0x142D	210573	2464	0x7275E	98	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
675	978	23	2	0x7275E	0x0882	210671	2478	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
676	978	23	2	0x72762	0xD002	210755	2478	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
677	978	23	2	0x72764	0x1439	210783	2478	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
678	978	23	2	0x7276A	0x0802	210902	2478	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
679	978	23	2	0x7276E	0x66F4	210972	2478	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
680	978	23	2	0x72764	0x1439	211042	2478	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
681	978	23	2	0x7276A	0x0802	211161	2478	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
682	978	23	2	0x7276E	0x66F4	211231	2478	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
683	978	23	2	0x72764	0x1439	211301	2478	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
684	978	23	2	0x7276A	0x0802	211420	2478	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
685	978	23	2	0x7276E	0x66F4	211490	2478	0x72770	70	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
686	978	23	2	0x72770	0x13C0	211560	2492	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
687	978	23	2	0x72776	0x4E71	211679	2492	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
688	978	23	2	0x72778	0x4E71	211707	2492	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
689	978	23	2	0x7277A	0x4E71	211735	2492	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
690	978	23	2	0x7277C	0x1439	211763	2492	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
691	978	23	2	0x72782	0x0802	211882	2492	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
692	978	23	2	0x72786	0x66F4	211952	2492	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
693	978	23	2	0x72788	0x13C1	212008	2492	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
694	978	24	2	0x7278E	0x4E75	212127	2492	0x72C9A	112	return	target=0x72C9A	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
695	978	24	2	0x72C9A	0x51CD	212239	2492	0x72C9E	98	branch	not_taken	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
696	978	24	2	0x72C9E	0x103C	212337	2492	0x72CA2	56	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
697	978	24	2	0x72CA2	0x122D	212393	2492	0x72CA6	98	linear	n/a	ordinary	SetVoice@s1.sounddriver.asm:2328-2375
698	978	24	2	0x72CA6	0x4EBA	212491	2506	0x72722	126	call	target=0x72722	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
699	978	24	2	0x72722	0x082D	212617	2506	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
700	978	24	2	0x72728	0x6630	212729	2506	0x7275A	70	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
701	978	24	2	0x7275A	0x142D	212799	2506	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
702	978	24	2	0x7275E	0x0882	212883	2506	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
703	978	24	2	0x72762	0xD002	212967	2506	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
704	978	24	2	0x72764	0x1439	212995	2506	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
705	978	24	2	0x7276A	0x0802	213114	2506	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
706	978	24	2	0x7276E	0x66F4	213184	2506	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
707	978	24	2	0x72764	0x1439	213254	2506	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
708	978	24	2	0x7276A	0x0802	213373	2506	0x7276E	84	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
709	978	24	2	0x7276E	0x66F4	213457	2520	0x72764	70	branch	taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
710	978	24	2	0x72764	0x1439	213527	2520	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
711	978	24	2	0x7276A	0x0802	213646	2520	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
712	978	24	2	0x7276E	0x66F4	213716	2520	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
713	978	24	2	0x72770	0x13C0	213772	2520	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
714	978	24	2	0x72776	0x4E71	213891	2520	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
715	978	24	2	0x72778	0x4E71	213919	2520	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
716	978	24	2	0x7277A	0x4E71	213947	2520	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
717	978	24	2	0x7277C	0x1439	213975	2520	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
718	978	24	2	0x72782	0x0802	214094	2520	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
719	978	24	2	0x72786	0x66F4	214164	2520	0x72788	56	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
720	978	24	2	0x72788	0x13C1	214220	2520	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
721	978	25	2	0x7278E	0x4E75	214339	2520	0x72CAA	126	return	target=0x72CAA	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
722	978	25	2	0x72CAA	0x4E75	214465	2534	0x71D02	112	return	target=0x71D02	control_flow	SetVoice@s1.sounddriver.asm:2328-2375
723	978	25	2	0x71D02	0x60F0	214577	2534	0x71CF4	70	branch	target=0x71CF4	control_flow	FMDoNext@s1.sounddriver.asm:365-393
724	978	25	2	0x71CF4	0x7A00	214647	2534	0x71CF6	28	linear	n/a	ordinary	FMDoNext@s1.sounddriver.asm:365-393
725	978	25	2	0x71CF6	0x1A1C	214675	2534	0x71CF8	56	linear	n/a	ordinary	FMDoNext@s1.sounddriver.asm:365-393
726	978	25	2	0x71CF8	0x0C05	214731	2534	0x71CFC	56	linear	n/a	ordinary	FMDoNext@s1.sounddriver.asm:365-393
727	978	25	2	0x71CFC	0x6506	214787	2534	0x71CFE	56	branch	not_taken	control_flow	FMDoNext@s1.sounddriver.asm:365-393
728	978	25	2	0x71CFE	0x4EBA	214843	2534	0x72A5A	126	call	target=0x72A5A	control_flow	FMDoNext@s1.sounddriver.asm:365-393
729	978	25	2	0x72A5A	0x0445	214969	2534	0x72A5E	56	linear	n/a	ordinary	CoordFlag@s1.sounddriver.asm:2066-2071
730	978	25	2	0x72A5E	0xE54D	215025	2534	0x72A60	70	linear	n/a	ordinary	CoordFlag@s1.sounddriver.asm:2066-2071
731	978	25	2	0x72A60	0x4EFB	215095	2534	0x72A64	98	jump	target=0x72A64	control_flow	CoordFlag@s1.sounddriver.asm:2066-2071
732	978	25	2	0x72A64	0x6000	215193	2534	0x72ACC	70	branch	target=0x72ACC	control_flow	coordflagLookup@s1.sounddriver.asm:2074-2076
733	978	25	2	0x72ACC	0x121C	215263	2534	0x72ACE	70	linear	n/a	ordinary	cfPanningAMSFMS@s1.sounddriver.asm:2128-2138
734	978	25	2	0x72ACE	0x4A2D	215333	2548	0x72AD2	84	linear	n/a	ordinary	cfPanningAMSFMS@s1.sounddriver.asm:2128-2138
735	978	25	2	0x72AD2	0x6B16	215417	2548	0x72AD4	56	branch	not_taken	control_flow	cfPanningAMSFMS@s1.sounddriver.asm:2128-2138
736	978	25	2	0x72AD4	0x102D	215473	2548	0x72AD8	84	linear	n/a	ordinary	cfPanningAMSFMS@s1.sounddriver.asm:2128-2138
737	978	25	2	0x72AD8	0x0200	215557	2548	0x72ADC	56	linear	n/a	ordinary	cfPanningAMSFMS@s1.sounddriver.asm:2128-2138
738	978	25	2	0x72ADC	0x8200	215613	2548	0x72ADE	28	linear	n/a	ordinary	cfPanningAMSFMS@s1.sounddriver.asm:2128-2138
739	978	25	2	0x72ADE	0x1B41	215641	2548	0x72AE2	84	linear	n/a	ordinary	cfPanningAMSFMS@s1.sounddriver.asm:2128-2138
740	978	25	2	0x72AE2	0x103C	215725	2548	0x72AE6	56	linear	n/a	ordinary	cfPanningAMSFMS@s1.sounddriver.asm:2128-2138
741	978	25	2	0x72AE6	0x6000	215781	2548	0x72716	70	branch	target=0x72716	control_flow	cfPanningAMSFMS@s1.sounddriver.asm:2128-2138
742	978	25	2	0x72716	0x0815	215851	2548	0x7271A	84	linear	n/a	ordinary	WriteFMIorIIMain@s1.sounddriver.asm:1701-1709
743	978	25	2	0x7271A	0x6604	215935	2548	0x7271C	56	branch	not_taken	control_flow	WriteFMIorIIMain@s1.sounddriver.asm:1701-1709
744	978	25	2	0x7271C	0x6000	215991	2548	0x72722	70	branch	target=0x72722	control_flow	WriteFMIorIIMain@s1.sounddriver.asm:1701-1709
745	978	25	2	0x72722	0x082D	216061	2548	0x72728	112	linear	n/a	ordinary	WriteFMIorII@s1.sounddriver.asm:1712-1717
746	978	25	2	0x72728	0x6630	216173	2548	0x7275A	84	branch	taken	control_flow	WriteFMIorII@s1.sounddriver.asm:1712-1717
747	978	25	2	0x7275A	0x142D	216257	2562	0x7275E	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
748	978	25	2	0x7275E	0x0882	216341	2562	0x72762	84	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
749	978	25	2	0x72762	0xD002	216425	2562	0x72764	28	linear	n/a	ordinary	WriteFMIIPart@s1.sounddriver.asm:1745-1750
750	978	25	2	0x72764	0x1439	216453	2562	0x7276A	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
751	978	25	2	0x7276A	0x0802	216572	2562	0x7276E	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
752	978	25	2	0x7276E	0x66F4	216642	2562	0x72770	56	branch	not_taken	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
753	978	25	2	0x72770	0x13C0	216698	2562	0x72776	119	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
754	978	25	2	0x72776	0x4E71	216817	2562	0x72778	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
755	978	25	2	0x72778	0x4E71	216845	2562	0x7277A	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
756	978	25	2	0x7277A	0x4E71	216873	2562	0x7277C	28	linear	n/a	ordinary	WriteFMII@s1.sounddriver.asm:1752-1769
757	978	25	2	0x7277C	0x1439	216901	2562	0x72782	119	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
758	978	25	2	0x72782	0x0802	217020	2562	0x72786	70	linear	n/a	ordinary,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
759	978	25	2	0x72786	0x66F4	217090	2562	0x72788	70	branch	not_taken	control_flow,busy_poll	WriteFMII@s1.sounddriver.asm:1752-1769
760	978	25	2	0x72788	0x13C1	217160	2576	0x7278E	119	linear	n/a	ordinary,ym_write	WriteFMII@s1.sounddriver.asm:1752-1769
761	978	26	2	0x7278E	0x4E75	217279	2576	0x71D02	112	return	target=0x71D02	control_flow	WriteFMII@s1.sounddriver.asm:1752-1769
762	978	26	2	0x71D02	0x60F0	217391	2576	0x71CF4	70	branch	target=0x71CF4	control_flow	FMDoNext@s1.sounddriver.asm:365-393
763	978	26	2	0x71CF4	0x7A00	217461	2576	0x71CF6	28	linear	n/a	ordinary	FMDoNext@s1.sounddriver.asm:365-393
764	978	26	2	0x71CF6	0x1A1C	217489	2576	0x71CF8	56	linear	n/a	ordinary	FMDoNext@s1.sounddriver.asm:365-393
765	978	26	2	0x71CF8	0x0C05	217545	2576	0x71CFC	56	linear	n/a	ordinary	FMDoNext@s1.sounddriver.asm:365-393
